1,16.41
2,16.49
3,14.86
4,15.71
5,15.22
6,15.01
7,14.38
8,16.53
9,15.00
10,14.31
11,15.14
12,15.97
13,18.03
14,18.71
15,19.08
16,20.24
17,20.52
18,19.35
19,17.90
20,10.69
21,27.50
22,26.51
23,27.60
24,28.38
25,30.58
26,27.19
27,26.78
28,25.23
29,27.01
30,27.90
31,26.49
32,10.96
33,20.59
34,19.44
35,20.42
36,21.59
37,23.77
38,25.70
39,26.16
40,21.71
41,20.84
42,15.61
43,8.66
44,18.04
45,18.72
46,18.37
47,18.03
48,18.82
49,20.64
50,20.20
51,20.45
52,18.75
53,20.21
54,18.53
55,19.77
56,18.25
57,22.45
58,13.86
59,16.65
60,17.80
61,16.47
62,14.69
63,13.29
64,11.60
65,10.98
66,12.28
67,10.10
68,16.77
69,16.94
70,19.73
71,18.79
72,18.80
73,20.01
74,13.51
75,15.04
76,11.83
77,14.80
78,12.39
79,15.02
80,12.92
81,18.27
82,18.93
83,19.18
84,17.47
85,14.49
86,13.57
87,13.61
88,12.11
89,12.56
90,11.35
91,9.58
92,9.95
93,8.29
94,12.00
95,14.54
96,15.06
97,16.84
98,18.22
99,19.22
100,17.77
101,21.56
102,19.12
103,20.97
104,21.70
105,18.94
106,20.37
107,22.58
108,21.24
109,19.86
110,20.76
111,20.81
112,28.40
113,24.46
114,26.88
115,25.58
116,27.66
117,31.18
118,34.07
119,29.53
120,33.13
121,29.04
122,30.73
123,29.69
124,93.04
125,93.67
126,100.74
127,103.38
128,155.39
129,168.65
130,198.00
131,208.75
132,216.32
133,214.64
134,199.28
135,209.13
136,205.69
137,206.67
138,207.93
139,200.73
140,211.42
141,214.56
142,179.59
143,181.62
144,199.36
145,204.89
146,190.69
147,192.02
148,152.02
149,160.74
150,163.68
151,162.36
152,133.00
153,135.26
154,92.97
155,92.36
156,95.12
157,120.98
158,122.08
159,124.14
160,123.46
161,117.83
162,121.23
163,123.62
164,126.36
165,122.23
166,120.46
167,171.19
168,176.21
169,173.86
170,212.00
171,213.42
172,213.71
173,209.22
174,208.57
175,208.60
176,213.67
177,216.51
178,212.17
179,210.28
180,24.71
