1,16.78
2,17.10
3,16.00
4,16.50
5,16.11
6,16.23
7,15.52
8,17.76
9,16.21
10,15.82
11,16.11
12,16.85
13,19.23
14,19.60
15,21.19
16,22.43
17,22.77
18,21.62
19,20.47
20,13.08
21,27.91
22,27.17
23,28.36
24,29.82
25,32.00
26,28.62
27,27.93
28,26.88
29,28.96
30,29.73
31,28.18
32,15.02
33,21.85
34,21.18
35,21.59
36,22.77
37,24.39
38,25.82
39,26.44
40,23.43
41,22.46
42,17.85
43,11.28
44,19.49
45,20.42
46,19.92
47,19.33
48,20.00
49,21.85
50,21.70
51,21.17
52,19.64
53,21.15
54,19.39
55,20.83
56,19.89
57,23.14
58,14.88
59,18.32
60,19.44
61,17.31
62,15.70
63,14.12
64,12.05
65,11.73
66,12.95
67,10.93
68,17.52
69,17.64
70,20.02
71,19.22
72,19.66
73,20.64
74,16.28
75,17.31
76,14.61
77,16.67
78,14.30
79,16.74
80,14.88
81,19.94
82,21.05
83,21.25
84,19.14
85,16.57
86,15.17
87,15.13
88,14.23
89,14.67
90,13.44
91,11.65
92,12.56
93,10.90
94,14.01
95,16.42
96,17.06
97,19.28
98,20.77
99,20.46
100,19.00
101,22.94
102,19.98
103,21.20
104,22.26
105,20.15
106,21.44
107,23.02
108,22.33
109,21.25
110,21.50
111,21.35
112,28.97
113,24.36
114,25.32
115,25.80
116,27.42
117,29.03
118,29.49
119,28.15
120,31.64
121,28.64
122,30.54
123,29.72
124,91.09
125,93.83
126,99.98
127,100.92
128,152.02
129,167.04
130,200.39
131,212.03
132,221.49
133,218.55
134,203.52
135,214.76
136,211.21
137,210.31
138,211.15
139,198.32
140,212.49
141,217.73
142,181.18
143,182.87
144,201.70
145,206.78
146,192.47
147,194.27
148,151.39
149,157.94
150,163.28
151,163.42
152,130.23
153,132.29
154,91.35
155,91.80
156,94.47
157,117.89
158,119.27
159,119.73
160,119.05
161,112.06
162,115.97
163,118.23
164,120.14
165,119.16
166,117.43
167,162.30
168,167.12
169,165.49
170,189.18
171,204.38
172,207.79
173,201.37
174,198.03
175,199.52
176,208.43
177,211.63
178,207.59
179,202.71
180,20.92
181,28.89
182,29.57
183,28.16
184,35.23
185,24.46
186,31.46
